latitude,longitude
52.501110229041466,13.408936804547544
52.52457306953023,13.389266868055339
52.52079103194705,13.404090612545204
52.5253109075656,13.41647535621695
52.51442633799312,13.39445314105876
52.51559310125797,13.394690453560685
52.52381674148733,13.41296076782224
52.526188375076295,13.415351435398538
52.523296617560646,13.414944452301102
52.525064280019095,13.41392225522207
52.51466421530071,13.39666902152529
52.52535778736035,13.415560784526367
52.52401849134895,13.415462103474262
52.51703835691658,13.415098434505214
52.525954001763495,13.415651391251306
52.52658601681615,13.413762184501172
52.523721694945166,13.393912368316089
52.515259722501725,13.394095683374895
52.50945871013492,13.403696311386382
52.52006023020994,13.407463242112485
52.50196069022397,13.399223463093067
52.52444635069465,13.41380212210741
52.51919150639711,13.404498242956414
52.51592402701921,13.394815097863557
52.514754256935916,13.394727276430253
52.525069802084985,13.414614686403137
52.52049671415301,13.404861735698828
52.52522409248181,13.415012592400782
52.523405572341204,13.414400624977045
52.524353427115756,13.413918451996384
52.52696472513291,13.415035263551971
52.5296300402399,13.388977622873467
52.51563278186611,13.397270692857804
52.5108292169082,13.38922679246871
52.527143944089325,13.415633919022317
52.51909197592448,13.403587696298665
52.521743003145865,13.399805861080559
52.51929794690613,13.404672337853402
52.5234848089378,13.416366874267444
52.519530525614066,13.405542560043585
52.52532271856034,13.414172769056448
52.5210309995225,13.405931280119116
52.52001300189188,13.406453534077157
52.514682748909294,13.386155836253595
52.52081351721737,13.403769135683566
52.51525602973432,13.395982690983946
52.514226426499725,13.402034294824366
52.52488546015475,13.416237816311973
52.51333059471888,13.395543360192379
52.52524496657111,13.414493056824629
52.51593567839315,13.396271555094994
52.52140279431094,13.403598148937206
52.526523124077265,13.415538910043685
52.51921674670767,13.404677938483793
52.515018433933065,13.39534758170536
52.52489296964004,13.41396475767758
52.512563115746765,13.419917364421334
52.5202930724733,13.404285648581974
52.52668714163507,13.415881639756948
52.52147789404474,13.404481729781725
52.52487208240852,13.414044459559399
52.516201213922166,13.394591924626978
52.5162460851925,13.392926609767592
52.518094563283995,13.419363338767972
52.50140897900325,13.39607723654437
52.514740408648635,13.393496857046882
52.501182804341056,13.401478976915737
52.52009176077654,13.403012431085399
52.52082254491211,13.403779156350028
52.52564537594959,13.416368631557532
52.52807888080845,13.416119574911434
52.52676545424028,13.41540498171096
52.52428469629074,13.415679597748934
52.50063808232551,13.414691768038391
52.51556753115849,13.410687531557246
52.51953658230719,13.40453427024643
52.51991013496088,13.39185232481824
52.514477276979484,13.396049009225836
52.52850712061463,13.41118337894267
52.518449336568935,13.405068562974805
52.52017318092585,13.405385317379729
52.51757335980325,13.395059218434014
52.52197716291631,13.381683727585456
52.52605842448685,13.413241260513576
52.51511422764866,13.395150301761461
52.51603753994426,13.394489983601146
52.5258576596232,13.414840061470036
52.51496724672978,13.394456575228865
52.52574729360512,13.415610370265433
52.52507736830765,13.414138715798671
52.5186718139511,13.405196861235869
52.52373911604566,13.415917861947054
52.52468473075536,13.415758969220493
52.504988501062684,13.399195024812157
52.526502357052095,13.415074094780419
52.51586960592011,13.396355637858804
52.51501392929191,13.39497587491289
52.516882024496475,13.396345420046154
52.525024510174255,13.415497998291245
52.5256819529713,13.414689733243407
52.52047323762458,13.404927171087342
52.52029612027707,13.40526105527218
52.50892047022118,13.41822605992919
52.524559955513304,13.415130740577284
52.52021409374413,13.403754261221287
52.500732023446695,13.406338073386337
52.52489123985154,13.415401711722097
52.513592488305285,13.394222183312408
52.52587232063672,13.415183342005738
52.52036163602505,13.404354880245394
52.51532692737376,13.39478089947119
52.524782318796774,13.416098776851987
52.52407306952842,13.414940474643938
52.519965288230296,13.40383132196238
52.525515047686305,13.418852731490654
52.5180812287847,13.40497348612455
52.519553485047936,13.405856398794322
52.5095730141973,13.394907540680492
52.52581286211884,13.415629628841923
52.52706074792488,13.416755340842442
52.52479187774964,13.41450699906534
52.52617944012072,13.414530824347894
52.52533648195605,13.396338128522828
52.52091540211771,13.405328751109659
52.51858462925795,13.404579354677233
52.51489098741604,13.388730155514603
52.52569014399171,13.414598779528113
52.51983871428834,13.405404050856815
52.52297485741334,13.41518645431477
52.52538406544894,13.414967305251905
52.526441273289066,13.41356413784882
52.52452896169438,13.415232049937357
52.520058208718446,13.403857029702168
52.520257550390724,13.404925554084233
52.512918070592114,13.39669645636829
52.50690026511863,13.383241848636306
52.51618473877126,13.412987238637006
52.52034361828957,13.403236959844637
52.52511351734525,13.41566213067452
52.51501841837919,13.396676437312275
52.51992289829059,13.405341151974817
52.51463903383418,13.396159329803364
52.517905285467506,13.41799844735801
52.52454993452852,13.415622849932346
52.51884900642258,13.405375698018345
52.515529804177916,13.396441568620657
52.506636283254586,13.412633324999625
52.51563859245878,13.39333847993773
52.51509933230543,13.395751387123372
52.51976584662528,13.40476586304305
52.52712215619701,13.41603246526055
52.513918936672404,13.395615935606944
52.5151958452551,13.394021627222385
52.51344337082648,13.395606009951345
52.51067018149395,13.409503292063556
52.52175873265993,13.413975612358664
52.513777872191106,13.395712998430172
52.51413958663472,13.39461544445577
52.51699213920891,13.39418488630563
52.52810489217974,13.389344310041997
52.527314658566674,13.413132734807407
52.51496236529758,13.396103301882016
52.5249809837921,13.413997470635362
52.51337245756212,13.39504808494666
52.50644821135772,13.380714957389337
52.51507156623722,13.394522342553234
52.5283217801906,13.388952704592905
52.52025988279425,13.405781822871777
52.52586127952968,13.383479470396457
52.51625702842135,13.418764105205632
52.52379970359294,13.414665498764158
52.52557089051069,13.41613556564018
52.52713303337465,13.413047912200476
52.52550498727898,13.415865755194169
52.51428715421732,13.395106430227692
52.519735343166765,13.40772016916659
52.515279968626324,13.3938745109527
52.525341755975774,13.416876170839215
52.523622330632044,13.414062174960083
52.52627766489579,13.414408428611162
52.524269633368284,13.415216458589581
52.52913174735496,13.412380642988996
52.51847589564547,13.415145199454207
52.52448613308266,13.41394078647811
52.520647688538105,13.406523029856407
52.520840894125634,13.405985865959694
52.52500524369972,13.415046980593765
52.525096995964994,13.415595157025436
52.525357015485966,13.414307090404739
52.51530780176889,13.393289831607342
52.51911048557038,13.404184189715034
52.5188086965028,13.405656553608633
52.50361700657332,13.388807328077993
52.514731111309445,13.393893474091257
52.52025049285035,13.405346448209496
52.51978032811216,13.405357112571512
52.520276690799335,13.405827183249036
52.52498148686401,13.414711341361079
52.514841992101424,13.394573118930053
52.51493392020135,13.393788983800237
52.52608305124318,13.416053802052033
52.51523561455811,13.395770865193887
52.52473059316556,13.415717542255795
52.515756988616644,13.394077834675821
52.521465648768924,13.404774223699512
52.518893665026,13.40380379337592
52.51398789562474,13.393345143328133
52.519153206281935,13.403485152775314
52.51586811402082,13.413480533134546
52.51616778206166,13.395254420843301
52.51505572491229,13.39609419151847
52.52655115197552,13.415115674634292
52.52512029563171,13.415514438834057
52.51900946367487,13.404433702270397
52.515721672064046,13.393870948228782
52.525045571839904,13.414348399652393
52.52403507653942,13.415686051459998
52.52498775322715,13.414102745628513
52.51898716887967,13.405314247332594
52.524469742381626,13.414207127167737
52.5136518145779,13.395743264094023
52.512528355499875,13.394203104744529
52.528327994673404,13.406209679225562
52.504104558927565,13.38745753048577
52.524979098406035,13.415117327383308
52.5081643541169,13.404309471795155
52.51788809635446,13.399835029403151
52.51330753537029,13.39652955031946
52.51953936122904,13.406057122226219
52.52624105018052,13.408334519068601
52.52328686547091,13.416353872374165
52.52000511345665,13.404765412866624
52.5235519156585,13.413592536225623
52.51447547973372,13.395489374561228
52.51167886842126,13.396710671286694
52.51827508216749,13.404437712470758
52.51510939479461,13.3957257666239
52.519776537214675,13.405714000494092
52.52528099186773,13.41437730048018
52.513380173188736,13.39400501036667
52.518392516765445,13.405184633858532
52.50749004026578,13.407840824722152
52.525332314011976,13.414251513463443
52.50225413345208,13.415164732302486
52.51557707212718,13.394796954613957
52.52065207189283,13.40453645556843
52.51539445214238,13.394579015519179
52.515289774856896,13.397075400798645
52.51371003910026,13.393704921227936
52.520888663276345,13.383045234379614
52.52418177931676,13.417092387275684
52.519399361310086,13.404708306250207
52.51428151206597,13.391489559666164
52.51476105195314,13.394092436337958
52.52441063524306,13.41584960209702
52.51433737624105,13.395570598668593
52.50866081210312,13.396854280091084
52.514455080913194,13.395399136114351
52.51541343490322,13.396876795812558
52.52073846658,13.40517136828119
52.51892910750194,13.405482472415242
52.52472494830285,13.412698078835264
52.51465731240592,13.394628559134004
52.52595042383818,13.414423096344336
52.519323077999694,13.40561167628884
52.52312736611238,13.383576440092492
52.52082206016,13.406896792982653
52.52184566268611,13.417789280891656
52.52544381942815,13.41577463405343
52.51582940558119,13.392788864690992
52.52052194156562,13.405296984673232
52.52582541634899,13.415813509636
52.522141008492795,13.405100218528736
52.51583569211206,13.393870293145342
52.52486746422452,13.390390151350413
52.5191161425638,13.405153725105945
52.52157921281551,13.405767434729153
52.50093549405184,13.419508895589441
52.52493732090272,13.4159551423205
52.5203240839694,13.404614917719583
52.51980763903522,13.405301547342333
52.52186577451115,13.405473832920912
52.51540825275571,13.393297416395761
52.52663241130393,13.413569858622038
52.5208125258224,13.40635624002857
52.51916078247678,13.404690787624148
52.51877674129311,13.402629278559832
52.50736047329044,13.41073093655458
52.52401427395366,13.415504046515517
52.515926177547534,13.39690941664047
52.526158110873496,13.415791662693962
52.52393237957062,13.414857620514978
52.51312920807897,13.394648486515958
52.52428155577875,13.414786552848287
52.50739206099718,13.41964674504548
52.516006292809216,13.394423108130477
52.51565436565635,13.394944415329089
52.526179297184065,13.41506751848141
52.52433821353523,13.415852433334795
52.519884351717614,13.40469889630441
52.52424086733844,13.415150393786476
52.51149415584749,13.39402847261807
52.50230859604888,13.407330350546385
52.50319794759401,13.396703231031397
52.5277318858613,13.414485104690618
52.52116725517547,13.403717597393669
52.52287610427569,13.414474244978319
52.52662861554557,13.413619898541784
52.512303113357056,13.394945705133482
52.52339355367974,13.415203463635866
52.51429565630946,13.393591538703635
52.514864739486185,13.398696060449995
52.52410158532865,13.415491919171506
52.51533760266208,13.394588123033877
52.519964173960894,13.406564643655813
52.522932557899956,13.414910879960486
52.51234903019161,13.396091506851922
52.52114282281452,13.405751933032686
52.51770692000607,13.40050754044066
52.515823170583964,13.395073317967189
52.52092260801741,13.415549923194758
52.52775744952247,13.403203448313512
52.51876304928913,13.403679543386914
52.5027474621998,13.38706112128022
52.51684895609495,13.396126565029547
52.5239939826185,13.41378581138721
52.51446024031969,13.394221695274597
52.51475967460184,13.39462517919245
52.526579332447085,13.390681130806778
52.5137195706475,13.396754794181984
52.523695530499495,13.415669672548828
52.51463638778779,13.394943054376279
52.51998650277527,13.403942289071043
52.52488767195031,13.414779030400465
52.52452806813421,13.416088950596967
52.50698878424261,13.411897040864277
52.52009707754935,13.405968644990532
52.519455617275476,13.40511092258971
52.525366598246094,13.414060120213671
52.515830335816545,13.394143916174091
52.52006752820469,13.403575251813786
52.51931997527843,13.40523225369716
52.52571161487809,13.41387535790816
52.51442322866943,13.395755391225824
52.52610296621703,13.414023269163769
52.52115859557901,13.404179317681647
52.52751940726387,13.388819448362808
52.520087047068245,13.404700992649534
52.52630547880715,13.415021003841632
52.52746464892764,13.390624001703548
52.51517086543813,13.394816016663647
52.52532416635249,13.414869856945632
52.507867921328994,13.397110925349434
52.52547586954696,13.410329539028163
52.51852147800964,13.404280155791605
52.51952082576216,13.404814341023336
52.52396275384567,13.414809661321916
52.51401039517974,13.3948742130799
52.519470239796235,13.405513267433113
52.52446949885239,13.414424181759355
52.5247474318486,13.413752216818034
52.52024196227157,13.403086719755342
52.52715318245751,13.41423265243711
52.52196674659229,13.417110091327809
52.52554709738117,13.414797807347565
52.524160278157815,13.414400607354555
52.5152110174672,13.394903286888129
52.52541293145428,13.414436275447196
52.52551934651424,13.416532738913002
52.5157109599682,13.395444263311486
